Number One,Number Two,Their GCD,Time Spent (nanoseconds)
213,417,3,36600
80,67,1,15300
672,649,1,137600
870,838,2,173000
145,840,5,33500
572,924,44,123500
731,759,1,152200
575,320,5,63000
509,229,1,39200
813,406,1,78100
504,233,1,44800
817,487,1,94600
252,434,14,49200
825,765,15,163100
389,863,1,73500
219,461,1,38500
821,974,1,167200
421,802,1,76900
977,950,1,195800
299,828,23,59000
953,100,1,20700
424,964,4,82200
890,55,5,12100
85,822,1,17500
97,99,1,19300
11,671,11,4500
511,784,7,158100
653,178,1,37000
551,154,1,30000
754,403,13,77200
478,807,1,92300
558,704,2,116800
485,918,1,101700
439,811,1,106600
930,590,10,137600
794,659,1,172700
308,324,4,72900
372,761,1,79200
298,655,1,65200
208,707,1,45300
639,190,1,39400
41,364,1,13700
52,302,2,15900
482,41,1,10600
587,207,1,41700
950,184,2,40300
491,968,1,109300
451,803,11,100400
573,841,1,134900
997,939,1,289700
829,433,1,83700
991,133,1,23000
223,864,1,43000
637,653,1,126800
40,593,1,10600
253,335,1,41200
767,729,1,149300
878,735,1,147300
722,526,2,102000
356,482,2,64900
564,530,2,108900
666,992,2,138100
42,42,42,12200
376,743,1,72800
926,202,2,32800
854,942,2,190900
374,525,1,75200
964,806,2,171600
432,52,4,16000
62,616,2,15500
465,191,1,33800
385,914,1,75600
390,450,30,179900
513,798,57,199800
462,457,1,172100
82,130,2,18500
912,907,1,184600
710,249,1,41300
974,428,2,79700
951,242,1,39200
104,860,4,21600
446,121,1,20500
807,33,3,7800
127,186,1,22400
503,775,1,94100
360,362,2,68000
706,651,1,125400
788,416,4,77100
126,349,1,23800
251,646,1,57700
244,604,4,42400
471,315,3,60000
959,636,1,135000
357,817,1,69600
793,331,1,61000
663,926,1,135900
212,900,4,44000
262,886,2,45500
555,548,1,116400
876,681,3,143500
628,379,1,72900
99,519,3,19700
880,928,16,193200
314,644,2,60300
393,32,1,9200
35,837,1,10000
563,58,1,12100
827,600,1,129800
8,847,1,4900
864,533,1,113300
236,494,2,42000
73,921,1,14300
978,419,1,83600
529,94,1,18200
677,952,1,139400
442,382,2,72300
232,288,8,45200
906,510,6,103700
856,279,1,51600
625,904,1,127600
92,398,2,18400
342,970,2,67900
560,376,8,79200
779,696,1,149700
415,218,1,38000
802,574,2,116000
780,431,1,87700
536,603,67,129500
181,204,1,35400
811,234,1,43700
678,783,3,151000
270,153,9,33500
920,873,1,197400
263,764,1,48100
340,479,1,69400
362,975,1,74200
994,520,2,113100
317,728,1,77500
369,462,3,81700
584,252,4,52800
522,871,1,121600
179,402,1,36500
892,656,4,152300
175,475,25,36000
27,357,3,10200
673,504,1,122900
838,555,1,124700
662,948,2,152900
908,231,1,60600
665,571,1,125800
32,993,1,10700
286,795,1,57600
922,369,1,74900
493,472,1,99600
48,508,4,13000
407,672,1,89700
781,908,1,177800
209,95,19,20500
674,83,1,16800
603,116,1,24800
756,915,3,177800
492,564,12,112500
151,544,1,30400
226,265,1,42200
404,20,4,7900
512,365,1,77600
438,634,2,91600
254,495,1,47900
502,51,1,11700
268,777,1,51800
419,208,1,39300
515,217,1,40300
746,622,2,136700
75,314,1,17200
243,786,3,46200
131,117,1,24200
46,478,2,11400
649,984,1,144600
271,89,1,18800
616,959,7,138300
184,804,4,36900
324,146,2,30800
116,687,1,23000
965,459,1,96700
401,620,1,84500
448,78,2,21400
667,469,1,99900
749,66,1,15400
986,583,1,123600
25,110,5,8900
533,396,1,88600
51,321,3,12100
859,222,1,41700
687,705,3,152500
142,779,1,28100
544,400,16,91200
941,602,1,134000
885,660,15,155100
985,902,1,212000
171,420,3,41800
609,752,1,135500
180,830,10,38800
165,254,1,33100
159,120,3,27200
210,426,6,43400
117,513,9,24700
683,13,1,4700
323,410,1,64300
288,387,9,60500
866,882,2,197700
364,161,7,32600
652,701,1,145700
315,151,1,31900
836,332,4,70400
782,936,2,180200
961,183,1,33900
412,529,1,87100
668,211,1,39300
437,200,1,39300
849,972,3,200700
218,598,2,42600
230,872,2,45700
1,640,1,3600
434,712,2,93400
694,730,2,157800
630,139,1,33600
622,721,1,138700
615,255,15,50300
617,989,1,139100
124,587,1,25700
287,253,1,50900
188,750,2,39700
784,789,1,186100
122,788,2,25200
768,175,1,39000
740,298,2,67400
156,286,26,34900
732,486,6,111400
224,162,2,36700
496,134,2,28400
37,976,1,10500
882,344,2,78600
384,22,2,16900
820,718,2,220100
955,334,1,94800
783,127,1,36200
319,910,1,90800
969,454,1,128200
216,415,1,51700
797,997,1,187200
334,760,2,74800
261,568,1,51400
398,119,1,24100
410,48,2,14800
976,709,1,161700
593,944,1,130100
869,113,1,23800
327,160,1,33500
330,854,2,75400
472,956,4,104100
656,49,1,13500
191,96,1,21200
888,621,3,142900
747,662,1,173500
152,444,4,38200
81,836,1,27200
50,201,1,13400
968,856,8,361100
521,963,1,112100
655,195,5,38100
406,436,2,85600
7,716,1,4700
12,870,6,7000
346,934,2,69800
64,169,1,15700
990,708,6,172600
664,180,4,39800
454,126,2,27100
909,745,1,166600
3,820,1,3600
457,628,1,95700
770,661,1,158400
135,881,1,28200
205,399,1,39900
699,477,3,103400
826,666,2,155500
143,753,1,29000
391,771,1,81300
716,553,1,122300
34,612,34,12200
927,585,9,137700
414,702,18,96200
93,693,3,22900
153,499,1,30500
636,642,6,161100
119,248,1,28300
952,45,1,14800
661,818,1,148800
140,165,5,32400
846,668,2,154700
645,562,1,132900
775,734,1,169600
355,226,1,43300
257,125,1,24100
580,359,1,76000
43,679,1,11000
591,354,3,73100
795,741,3,170500
189,425,1,40000
966,405,3,94300
53,998,1,12700
296,164,4,34300
844,189,1,36500
936,691,1,158600
787,878,1,181100
604,59,1,14300
497,994,497,104900
331,392,1,68600
643,236,1,43700
681,720,3,166300
982,626,2,139100
586,790,2,132700
832,538,2,118800
313,866,1,61100
700,163,1,33900
118,15,1,6300
349,386,1,68800
519,56,1,13900
242,927,1,46600
108,560,4,30800
583,257,1,47600
202,448,2,41400
422,36,2,11300
241,10,1,5200
200,567,1,43500
57,132,3,16100
725,857,1,168900
739,147,1,29800
267,467,1,51300
624,304,16,67500
170,35,5,10700
713,19,1,5800
682,216,2,44500
112,796,4,24200
960,137,1,31800
121,103,1,20200
316,287,1,55700
910,65,65,16200
353,82,1,16800
148,230,2,30400
853,588,1,138200
548,337,1,67700
933,413,1,86400
945,6,3,5000
120,73,1,20400
47,981,1,11900
76,70,2,18500
690,435,15,105700
272,638,2,62100
605,278,1,56800
938,592,2,132000
101,594,1,23300
917,306,1,62400
508,982,2,108000
520,675,5,121500
743,527,1,114000
21,85,1,7800
734,176,2,34100
285,341,1,56100
115,61,1,13400
650,925,25,149400
91,507,13,19300
996,663,3,149400
22,480,2,11400
822,123,3,24700
957,827,1,190800
741,897,39,170700
708,60,12,17800
173,509,1,32500
14,546,14,7000
89,289,1,17700
557,617,1,122100
850,954,2,199700
425,352,1,77900
523,464,1,108300
610,383,1,86600
28,901,1,9800
256,250,2,50100
365,629,1,79000
84,227,1,22100
595,606,1,142300
719,767,1,167600
840,421,1,99600
647,930,1,147400
543,43,1,10600
712,232,8,45200
578,887,1,130400
905,374,1,78800
276,294,6,60800
280,780,20,65800
63,319,1,15500
335,888,1,72500
233,384,1,48700
841,733,1,169900
940,986,2,232900
692,880,4,187500
592,275,1,58500
400,809,1,90900
190,755,5,39600
651,931,7,158100
61,404,1,14900
450,599,1,106100
942,251,1,48500
428,124,4,26300
312,38,2,13000
924,141,3,33400
954,283,1,57100
95,491,1,20900
760,5,5,4600
67,639,1,14900
744,129,3,29000
29,198,1,9900
789,367,1,76600
23,108,1,9000
30,330,30,11600
851,159,1,45900
714,237,3,47200
379,965,1,78300
574,27,1,9400
956,969,1,228600
475,241,1,45000
373,292,1,57900
275,346,1,53700
899,551,29,129100
539,351,1,77500
570,697,1,133700
925,757,1,190800
568,678,2,132800
426,545,1,97200
445,627,1,99800
903,591,3,144300
569,547,1,130500
983,979,1,254700
843,613,1,138000
394,898,2,84400
283,973,1,54500
753,111,3,23100
375,80,5,21000
234,500,2,50500
506,650,2,113900
549,105,3,23700
935,689,1,158800
516,920,4,121600
198,219,3,41000
562,37,1,9300
420,64,4,22400
852,518,2,120300
237,170,1,34800
704,607,1,137500
344,256,8,50900
107,537,1,21600
183,781,1,34300
703,145,1,28400
68,338,2,16300
192,271,1,38200
105,556,1,22900
337,643,1,67200
809,654,1,168000
686,262,2,168300
113,630,1,68800
736,401,1,214600
436,483,1,239600
947,978,1,526300
715,791,1,398300
904,418,2,230500
705,348,3,191600
907,380,1,208700
556,742,2,310400
259,93,1,52700
279,680,1,157000
970,23,1,17900
738,505,1,286900
862,101,1,57600
897,610,1,344400
526,785,1,291800
459,274,1,146100
444,303,3,177000
168,766,2,88800
988,282,2,148700
417,471,3,218600
823,24,1,18400
352,625,1,189400
377,792,1,205400
676,962,26,372500
860,430,430,230700
629,21,1,16300
833,366,1,193200
130,441,1,74900
585,53,1,33300
858,874,2,473900
158,717,1,83700
215,933,1,121500
943,182,1,111800
229,800,1,135700
157,39,1,25200
758,276,2,170900
688,7,1,12500
698,280,2,165400
499,449,1,271600
900,825,75,519800
345,443,1,181600
469,456,1,252800
696,690,6,390300
201,867,3,101100
679,446,1,238700
248,826,2,127200
294,614,2,154500
247,861,1,123100
981,339,3,176800
397,277,1,134500
671,572,11,303200
934,293,1,144700
633,595,1,313400
463,506,1,261400
816,552,24,313800
501,333,3,172900
594,270,54,153500
642,463,1,246800
354,670,2,186000
273,311,1,139900
799,327,1,170500
66,409,1,41100
367,676,1,208600
255,412,1,141800
160,391,1,88400
102,9,3,10100
873,852,3,493400
514,542,2,283300
619,581,1,328200
607,368,1,209800
186,961,31,98900
830,903,1,455000
79,692,1,42600
814,247,1,122900
729,580,1,272900
750,674,2,148400
948,793,1,173400
999,763,1,167700
460,740,20,99800
214,118,2,23100
815,194,1,35800
310,177,1,34100
228,381,3,43400
561,377,1,78900
790,855,5,207000
290,68,2,21200
452,408,4,95300
995,3,1,3900
487,596,1,107700
96,514,2,24200
88,212,4,19500
542,862,2,113000
326,647,1,83900
669,895,1,172300
777,336,21,87400
559,325,13,72500
709,631,1,148900
44,929,1,12200
433,84,1,19500
144,44,4,15300
618,25,1,8600
86,949,1,18300
494,536,2,110500
778,29,1,8400
979,589,1,143400
896,943,1,251800
898,179,1,39300
967,452,1,101000
60,605,5,18300
128,953,1,27900
17,885,1,7800
646,272,34,59600
554,582,2,134900
721,576,1,144900
274,388,2,53700
336,858,6,85100
596,484,4,117200
602,71,1,20200
658,246,2,51400
155,865,5,35000
641,748,1,134300
987,846,141,189900
281,97,1,20100
877,11,1,4700
94,503,1,20600
577,326,1,71500
855,445,5,103300
430,991,1,92100
138,570,6,31600
100,805,5,22300
660,912,12,156600
77,645,1,17700
623,308,7,64200
103,322,1,21900
931,782,1,179500
481,317,1,60600
845,422,1,86200
764,225,1,43300
468,295,1,61900
480,657,3,108900
265,492,1,67300
980,290,10,62400
387,174,3,35300
74,114,2,18100
55,40,5,11600
24,213,3,8300
889,185,1,34500
565,726,1,127200
916,451,1,94800
204,453,3,40600
368,26,2,9700
483,440,1,103100
461,824,1,97900
911,88,1,19500
395,309,1,62300
847,554,1,124900
440,423,1,93800
834,711,3,163900
166,746,2,31600
538,985,1,118900
83,14,1,6100
614,966,2,139500
380,829,1,81900
537,353,1,71400
599,192,1,38500
154,932,2,30500
